07189  	1
07712  	1
08234  	0
08757  	0
09279  	1
09801  	1
10324  	0
10835  	0
11357  	1
11880  	1
12402  	0
12924  	0
13447  	1
13969  	1
14492  	0
15014  	0
15537  	1
16059  	1
16582  	0
17104  	0
17627  	1
18149  	1
18671  	0
19194  	0
19705  	1
20227  	1
20761  	0
21272  	0
21795  	1
22317  	1
22839  	0
23362  	0
23884  	1
24407  	1
24929  	0
25452  	0
25974  	1
26497  	1
27019  	0
27530  	0
28052  	1
28575  	1
29097  	0
29620  	0
30142  	1
30665  	1
31187  	0
31710  	0
32232  	1
32754  	1
33277  	0
33799  	0
34322  	1
34844  	1
35367  	0
35877  	0
36400  	1
36922  	1
37445  	0
37967  	0
38490  	1
39012  	1
39535  	0
40057  	0
40579  	1
41102  	1
41624  	0
42147  	0
42669  	1
43192  	1
43714  	0
44237  	0
44759  	1
45282  	1
45804  	0
46327  	0
46849  	1
47372  	1
47894  	0
48417  	0
48939  	1
49462  	1
