07851  	1
08374  	1
08896  	0
09419  	0
09941  	1
10464  	1
10975  	1
11497  	1
12019  	0
12542  	0
13064  	0
13587  	0
14109  	1
14632  	1
15154  	1
15677  	1
16199  	0
16721  	0
17244  	0
17766  	0
18289  	1
18550  	1
18811  	1
19072  	1
19334  	0
19589  	0
19845  	0
20106  	0
20367  	1
20628  	1
20889  	0
21150  	0
21412  	1
21673  	1
21934  	0
22195  	0
22457  	1
22979  	1
23502  	0
24024  	0
24547  	1
25069  	1
25591  	0
26114  	0
26636  	1
27159  	1
27681  	0
28192  	0
28715  	1
29237  	1
29759  	0
30282  	0
30804  	1
31327  	1
31849  	0
32372  	0
32894  	1
33417  	1
33939  	0
34461  	0
34984  	1
35506  	1
36029  	1
36551  	1
37062  	0
37585  	0
38107  	0
38629  	0
39152  	1
39674  	1
40197  	1
40719  	1
41242  	0
41764  	0
42287  	0
42809	0
43809	1
